"id";"genre_id";"album_id";"track_title";"bpm_value";"artist_id";"artist_ids";"genre_ids";"release_date";"track_length";"track_price_eur";"track_cover";"track_path";"preview_start_at";"preview_end_at";"preview_path"
"18";"3";"0";"Rooler & Sickmode & D-Block & S-te-Fan - LOVE THE WAY(Extended Mix)";"155";"3";"3";"3";"2026.03.05";"240";"1.99";"lovetheway.jpg";"tracks/Rooler & Sickmode & D-Block & S-te-Fan - LOVE THE WAY(Extended Mix).mp3";"98";"128";"previews/preview_18_24e5f2d2-2d84-4f79-8050-71677d725698.mp3"
"19";"3";"0";"Rooler & Sickmode & Paul Elstak - TAKE ME AWAY (Extended Mix)";"180";"3";"3";"3";"2026.03.05";"240";"1.99";"takemeaway.jpg";"tracks/Rooler & Sickmode & Paul Elstak - TAKE ME AWAY (Extended Mix).mp3";"106";"136";"previews/preview_19_6a97165f-9cf1-4511-b400-9091f7490213.mp3"
"20";"1";"0";"Sickmode - GO Crazy(Extended Mix)";"160";"2";"2";"1";"2026.03.05";"240";"1.99";"gocrazy.jpg";"tracks/Sickmode - GO Crazy(Extended Mix).mp3";"47";"77";"previews/preview_20_f0311aae-c832-4192-96a5-0ab124f25d88.mp3"
"21";"3";"0";"Sickmode & Rooler - CLUB BANGER (Extended Mix)";"155";"3";"3";"3";"2026.03.05";"240";"1.99";"clubbanger.jpg";"tracks/Sickmode & Rooler - CLUB BANGER (Extended Mix).mp3";"77";"107";"previews/preview_21_19b187a6-8837-408e-827e-e087fd046aec.mp3"
"22";"1";"0";"Sickmode_and_mish_-_rave_love_(extended_mix)";"160";"2";"2";"1";"2026.03.05";"240";"1.99";"ravelove.jpg";"tracks/Sickmode_and_mish_-_rave_love_(extended_mix).mp3";"0";"30";"previews/preview_22_30b6807e-690c-4179-835d-cefba29e9d90.mp3"
"23";"3";"0";"Sound Rush &amp; Drean &amp; Rooler - RUNAWAY (Extented Mix) ";"155";"3";"3";"3";"2026.03.05";"210";"1.99";"roolerrunaway.jpg";"tracks/Sound Rush &amp; Drean &amp; Rooler - RUNAWAY (Extented Mix) .mp3";"0";"30";"previews/preview_23_a6053258-d7d6-4ba1-b0eb-3a9170270eda.mp3"
"24";"2";"0";"Subtronics - Amnesia (Cyclops Flip)";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"cyclopamnesia.jpg";"tracks/Subtronics - Amnesia (Cyclops Flip).mp3";"36";"66";"previews/preview_24_4b9e5b47-90a4-4600-bce2-aa724491046c.mp3"
"25";"2";"0";"Subtronics - Anxious ";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"subtronicsaxiousjpg.jpg";"tracks/Subtronics - Anxious .mp3";"0";"30";"previews/preview_25_0ab1f5e2-031a-4090-86b4-1e2ed895e12f.mp3"
"26";"2";"0";"Subtronics - Gangstas";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"subtronicsgangstas.jpg";"tracks/Subtronics - Gangstas .mp3";"61";"91";"previews/preview_26_f1d89b58-5c4a-4fd6-8b16-8ee5e3eb612f.mp3"
"27";"2";"0";"Subtronics - Infinity (feat. Grabbitz)";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"subronicsinfinity.jpg";"tracks/Subtronics - Infinity (feat. Grabbitz) .mp3";"77";"107";"previews/preview_27_0e8fd313-b0a2-40d8-9085-0927042205b1.mp3"
"28";"2";"0";"Subtronics - MetaFractal VIP";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"metalfractalVIP.jpg";"tracks/Subtronics - MetaFractal VIP .mp3";"54";"84";"previews/preview_28_57c5bf89-fd20-431d-af25-07d1abdc1573.mp3"
"29";"2";"0";"Subtronics - Nitrous Mafia";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"nitrousmafia.jpg";"tracks/Subtronics - Nitrous Mafia .mp3";"32";"62";"previews/preview_29_06c2e036-a97c-4931-af16-7932e11cf897.mp3"
"30";"2";"0";"Subtronics feat. CREG - Antidote (Midnight Coffee) ";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"subtronicsantidote.jpg";"tracks/Subtronics feat. CREG - Antidote (Midnight Coffee) .mp3";"79";"109";"previews/preview_30_66c11df0-e5b6-4182-85ac-43b096f4c315.mp3"
"31";"2";"0";"Subtronics feat. Jem Cooke - By A Thread ";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"subtronicsbyathread.jpg";"tracks/Subtronics feat. Jem Cooke - By A Thread .mp3";"0";"30";"previews/preview_31_aa3ebc27-e62a-4130-b9b3-3ba093605014.mp3"
"32";"2";"0";"Zeds Dead, Subtronics feat. Flowdan - Gassed Up";"140";"1";"1";"2";"2026.03.05";"210";"1.99";"subtronicsgassedup.jpg";"tracks/Zeds Dead, Subtronics feat. Flowdan - Gassed Up .mp3";"58";"88";"previews/preview_32_143054bf-45b1-41af-8da7-c7500b95321d.mp3"
"33";"7";"2";"the floor - HAAi remix";"117";"14";"14";"7";"1970.01.01";"230";"1.99";"track-covers/1y1v2coQkF9VAbUxutTEfLbHTkMQevyWFu0oXjVh.jpg";"tracks/EcsAXjUcdrQdOpVhQMHCwXWdJWGoaC7xSyWf2dpC.mp3";"78";"108";"previews/preview_33_d461fd61-cba7-411d-abee-79ef0b13475f.mp3"
"34";"7";"0";"Hamdi remix";"124";"14";"14";"7";"1970.01.01";"196";"1.99";"track-covers/ljMSXFDZvgjQaKeysLXbAJfxERpMmjTYhx97H7R2.jpg";"tracks/YkN0VLRy8rNdvxwdpkwkCmhV1IPvVsEkIbRgJzQj.mp3";"48";"78";"previews/preview_34_b9df5c02-09ef-4120-9cf8-87ad41bb0b9f.mp3"
"35";"8";"0";"Prenses (Remix)";"100";"13";"13";"8";"2023.06.08";"207";"1.99";"track-covers/UsKCyXhpQxVA5ZN3qZN9ok4Bgz3JHDovbviAjzAA.jpg";"tracks/BKLln1LdIwgnLMynfk98snF0G0Fef6XIz9gQ20Mb.bin";"76";"106";"previews/preview_35_87cc018a-8be5-4804-9e34-29fc5d4dffad.mp3"
"36";"6";"0";"Benzedes Mers (KARAMELA)";"139";"17";"17";"6";"2023.01.01";"160";"1.99";"track-covers/MGHxcYOSYS2qpes8NahfyTdnBnfQo76OLHoOTGQy.jpg";"tracks/3bSLimlRd9UcgdljUqBze7pAldSjePcIUQ6NGdNG.bin";"99";"129";"previews/preview_36_8eca9cdd-524b-4f78-914c-1264cedf7275.mp3"
"37";"11";"0";"SINKIDX";"108";"18";"18";"11";"2026.01.01";"107";"1.99";"track-covers/SjwToUUMqo33Rz0hsa1EPcqUQnm7N5LdE7Rh5thY.jpg";"tracks/JRAJiRY7GeQcHMUyMMNMGT4oV7cYuG3NQuGZ7ot9.bin";"36";"66";"previews/preview_37_d46f5b7a-7b5f-451b-8438-c243e8093d4a.mp3"
"38";"2";"0";"Gas Pedal (ft Sage The Gemini) [Extended Mix]";"117";"1";"1";"2";"2024.01.01";"153";"1.99";"track-covers/YxLtiY7rr60n24PfyTXieMqcPa7g80znNyHInUnn.jpg";"tracks/6rLluAAovfcDg4lobsYhmBhWrofkc3fTDwOzNMcg.bin";"100";"130";"previews/preview_38_426365e2-3c48-4976-b0f9-8ccd2a78a19e.mp3"
"39";"10";"0";"##";"120";"7";"7";"10";"2024.01.01";"160";"1.99";"track-covers/CvaXfdtqN9wqOpfSvarOKLQPy95OoiPsKhp9MZwH.jpg";"tracks/2St4maAjalXAFVHYPH4c68m3N3g95qOdLdQKncVx.mp3";"15";"45";"previews/preview_39_1adec47a-84dd-4859-bed3-f74dc8ecb63e.mp3"
"40";"1";"0";"IN MY HEAD (Original Mix)";"160";"5";"5";"1";"2025.01.01";"197";"1.99";"track-covers/Gad535nt9A8llOYp9oP1jxiQ4bd8BtKDfM34V282.jpg";"tracks/M4ygg9fXddgcc5Q1YqjakBXQq3HGtgzzgZIqNwsQ.mp3";"23";"53";"previews/preview_40_54b27005-92c1-49ec-8d00-f80c37e09e7e.mp3"
"41";"10";"0";"7777777";"130";"7";"7";"10";"2025.01.01";"92";"1.99";"track-covers/rU25QhtC5zveFhLXqU566LFEVWeAeUAdHU20BSL0.jpg";"tracks/km0nNZslx2OOEAZlWU90cyukBO7HNH8nUZh5TFSW.mp3";"16";"46";"previews/preview_41_3ede1ee5-9006-4c4c-a782-46708039d4bc.mp3"
"42";"10";"0";"911 CARRERA";"85";"7";"7";"10";"2024.01.01";"104";"1.99";"track-covers/otzgfjankgPNZGUcoa9bT2W539lVd2P8SIUsYjy8.jpg";"tracks/SP8pA9ghVcgbnTuKygslwGYMwt89ZPRbQr9S29WH.mp3";"25";"55";"previews/preview_42_6b382010-488f-4bcc-b258-488e915f256a.mp3"
"43";"10";"0";"AŞKIM TRAP";"128";"7";"7";"10";"2024.01.01";"139";"1.99";"track-covers/1FAH1L9WVIrnAAZY6jKuzMjJWe7qe476RLhwGFo7.jpg";"tracks/3oc9yKgZscd829CIavPYFYTg5v4dnAmEQdyjRbCC.mp3";"104";"134";"previews/preview_43_d7469124-4fe3-4194-8193-8093d384912b.mp3"
"44";"1";"0";"We Got the Moves - Rooler Remix";"150";"3";"3";"1";"";"203";"1.99";"track-covers/TJtFqpYuvv02kvfGXQGATNxUUtc2VyWGcvFScK2l.jpg";"tracks/rWf0Ye8UtSiXOSfrBm5wqqYRXh7LZr2dHWZPXIB6.mp3";"104";"134";"previews/preview_44_869a2ca8-b6d8-4457-98ae-0a9e3862964f.mp3"
"45";"1";"0";"ANNOYING MUSIC (Extended Mix)";"160";"3";"3";"1";"2025.01.01";"197";"1.99";"track-covers/QUzYu5XI7RbQnzrQPhLt6WJtBdELVUqvOeN1qq5z.jpg";"tracks/MbZrS8gp2rQjWciYaalKQDt7LNa0XqgvsyAAfpRU.mp3";"156";"186";"previews/preview_45_98aafd29-1c27-4bb4-bf9b-156c8957b1e1.mp3"
"46";"1";"0";"Techno Pieps (Extended Mix)";"155";"20";"20";"1";"2025.01.01";"160";"1.99";"track-covers/3K4dA66j240eSfLu99oSLAOeqIMd4VaavaFmCf2d.jpg";"tracks/mA1ilLhALhAQgaUZp1G13oDuhzcTRrURFGVN6XOn.bin";"61";"91";"previews/preview_46_2b041543-97cc-4618-974f-1b8971f9f544.mp3"
"47";"1";"0";"MOVE IT (Extended Mix)";"160";"2";"2";"1";"2024.01.01";"162";"1.99";"track-covers/1mbXp1BMb1GwjnYUdAKzLoNO7NOoNCQ9qXhW8rP9.jpg";"tracks/CTOYVCggUNXOD8M5Pv9DXsNzpI2WTYAErxeIpT3N.bin";"46";"76";"previews/preview_47_e4123685-90d2-4c90-b146-3176073c64cc.mp3"
"48";"3";"0";"LET DA BASS!! (Extended Mix)";"160";"3";"3";"3";"2026.01.01";"180";"1.99";"track-covers/oLprlqVajC9XVE1TKEXPJgf6yTieyLs4RfOZzzxO.jpg";"tracks/qBpHKYDlAe6hRebfmgzcEYRRhsjMQbO4JGVXPhPh.bin";"145";"175";"previews/preview_48_3ab99e54-8464-4a7e-830a-b63f38ae1aee.mp3"
"49";"1";"0";"WHAT THA HELLY (SOMEONE CALL THE AMBULANCE) (Extended Mix)";"170";"2";"2";"1";"2025.01.01";"200";"1.99";"track-covers/w08NCApO6oIj7mUIBOaZzuMW6u8XblDs4XELygDq.jpg";"tracks/DAOMeCCNJXZC9P4olew2EvXV2e0wMsBJDpUrfcjQ.bin";"72";"102";"previews/preview_49_8858f891-4d13-436f-a7f7-36078a6bcebd.mp3"
"50";"1";"0";"TOO ANGRY (Extended Mix)";"160";"3";"3";"1";"2024.01.01";"255";"1.99";"track-covers/28cgCaGN6lp9lhz9K1XMtT9Uglhf1UyiiQdPWVy2.jpg";"tracks/UqwgX2qsrXHTIhNw5D4eu1jVDGa1mMnNe3H077kY.bin";"85";"115";"previews/preview_50_1ff0bab3-8246-4dfb-9e47-ee83d5b455e5.mp3"
"51";"1";"0";"Love Don't Let Me Go (Original Mix)";"160";"2";"2";"1";"2024.07.25";"201";"1.99";"track-covers/U3ecfXwrmWgmZkGTVIec4A8F5x0gDq61abf0YKev.jpg";"tracks/aFoGb9slV5pdpd36uGMNtD0783OJaDTdmXiiBG1l.wav";"50";"80";"previews/preview_51_ae531195-4428-4bb4-b63d-b232b31447a2.mp3"
"52";"1";"0";"TOO COLD (Extended Mix)";"160";"3";"3";"1";"2021.01.01";"212";"1.99";"track-covers/zq4Mo2tdxOKRFzdJ0H8fYJcMOJGm6gF4spEnPt2O.jpg";"tracks/sumxDoD5NNk0QkwZfu1rDAHbu5EQC6WbfXHcFCV7.mp3";"92";"122";"previews/preview_52_a93b664b-9174-4801-884d-1c3a312f7707.mp3"
"53";"3";"0";"Drop The Bomb (Pro Mix)";"160";"27";"27";"3";"";"192";"1.99";"track-covers/MI66OZQF0tPufeaBLPPpvhksuNvtbZoQkJNGEgWc.jpg";"tracks/Hlzc05uzhes7GMdWErxzoRlM7Ckee2EmhfL28cWY.mp3";"48";"78";"previews/preview_53_92168f48-9149-40e5-838b-007f606f272d.mp3"
"54";"1";"0";"WE BURNING THE Dancefloor (Extended Mix)";"160";"4";"4";"1";"";"249";"1.99";"track-covers/leQMF3GDqx0epdSx0BMwoFUceeVRL6mBh40NMFRF.jpg";"tracks/YthKF95NvIUZgDROumtxfAqUePJ7tpatuYJcG9cb.mp3";"74";"104";"previews/preview_54_43a0ece5-2be0-42f7-9c19-e748bff8bce6.mp3"
"55";"1";"0";"DREAM OF U!! (Extended Mix)";"160";"3";"3";"1";"2025.01.01";"177";"1.99";"track-covers/sVMNuhxmEJQajeDeLqFhsY6ljCnbjuBwfZ4m1Bh8.jpg";"tracks/Qrw7uVXJKxI31wjkEaYPN11JPdrYwIS5oDkzKvFk.bin";"42";"72";"previews/preview_55_21a5bd49-a3e7-464c-8e3a-f90a8e15aca2.mp3"
"56";"1";"0";"YEAHBOIII (Extended Mix)";"160";"4";"4";"1";"2024.01.01";"215";"1.99";"track-covers/n34w7sCaWcjKmU17GBzEyegCwRaVrIdvgAc5b2mU.jpg";"tracks/w03Hin4qo0E42IXataPDlxd3oDXkyBNZMneyf7AU.bin";"31";"61";"previews/preview_56_bad23c67-ba8c-4b7f-8bb9-75199234c503.mp3"
"57";"1";"0";"RAVE LOVE (Extended Mix)";"160";"4";"4";"1";"2022.01.01";"228";"1.99";"track-covers/1oMuUUDpcna6b0IESymzfsm8FpexK5qIAbzEoOrZ.jpg";"tracks/Rdz4tpAK8aD2UfYsFVVHceQjHTS0IjxqY5WVYgRE.mp3";"138";"168";"previews/preview_57_7b866bb0-10a7-4d95-9315-930696a43784.mp3"
"58";"1";"0";"HYPNOTISED (Extended Mix)";"160";"5";"5";"1";"2024.01.01";"165";"1.99";"track-covers/h4DdCF0MbeDoT1NNPwWohmYhkvexDGlRDnE7QPo5.jpg";"tracks/QtbDIJ1ZZLnyJSCbBsm2fwo0h0RJh626cBzY3D63.bin";"54";"84";"previews/preview_58_a0d14e22-0220-4567-bc78-acb3bdb94102.mp3"
"59";"1";"0";"Rise (Extended Mix]";"155";"31";"31";"1";"2024.01.01";"200";"1.99";"track-covers/gswsh8XzgAvuYEefwQVHsplb9jMuyc5nXM00592j.jpg";"tracks/Yyh9KbHfp4poFtXi2SVVAlOuw7SFSDX2ynptKqa9.mp3";"79";"109";"previews/preview_59_7ba931c4-5b66-478c-af02-3198d6fdd000.mp3"
"60";"1";"0";"Feel So Good (Original Mix)";"155";"0";"";"1";"2023.04.28";"243";"1.99";"track-covers/UjYpytxdkpUq7R2RCtITKG4ZCKivDkUxefXodita.jpg";"tracks/vxe4IZPgkW7ZnODVFva5K3XHi469ws9eW4GO2ORr.mp3";"111";"141";"previews/preview_60_a4265504-37cd-4648-9256-7e20caaeb918.mp3"
"61";"1";"1";"Beyond The Horizon (Extended Mix)";"160";"32";"32";"1,3";"2025.01.01";"221";"1.99";"track-covers/hV0uwUgje1yETqLa1xpmdU4iL3bnnxC20ulydeJb.jpg";"tracks/d5Shx8zJaDTs2JgzcwO4wX4CgzepXf20CWTeyMg8.bin";"95";"125";"previews/preview_61_4a88503b-8650-438c-a7e7-e68afe3a627b.mp3"
"62";"1";"1";"We Own The Night (Extented Mix)";"160";"32";"32,33";"1,3";"2025.01.01";"236";"1.99";"track-covers/8elfZ1LgbNRzyIKTz1ybsphvgM2ZKgNmnPOPUmk3.jpg";"tracks/3rEo1KOeiZ79U2OJlYum8xqQZvlPyMDK4qCPcjTE.bin";"105";"135";"previews/preview_62_edfc54c2-9133-403a-a375-58b73ff9cdf0.mp3"
"63";"1";"1";"Aliens On Acid (Extended Mix)";"160";"32";"32";"1,3";"2025.01.01";"234";"1.99";"track-covers/6TSCmJDL5Q1mPGqDic7NZT23kupkQSt0mdZ8Ky8M.jpg";"tracks/MDWbpgPGssDHmPah9lCsVz2ZWCcuq2z4JT3aAGNS.bin";"172";"202";"previews/preview_63_c62632c3-0aec-4808-ae31-102f38cb0fdd.mp3"
"64";"1";"1";"Lightyears & Nightmares (Extended Mix)";"160";"32";"32";"1,3";"2025.01.01";"198";"1.99";"track-covers/3gPq9WcUfggnZjhaCKWf2dZQedgN3yOf3A5bhHZ6.jpg";"tracks/I4rLB30eAOhAHqWAudlEk5z97uYitwhd0DBDDPAZ.bin";"77";"107";"previews/preview_64_9eb30e3f-7b1b-4202-9dbd-6627d0a95dd4.mp3"
"65";"1";"1";"Serenity (Extended Mix)";"160";"32";"32";"1,3";"2025.01.01";"216";"1.99";"track-covers/MRQ8IjayPKoopWzlzdUyHlxgH32aGfhsnyLfbpNT.jpg";"tracks/KytGWM2RSA7NUEdAQB9KZkXylphHkKnlzY47B8K2.bin";"70";"100";"previews/preview_65_64415d96-fe97-45ec-9598-0366b8aee0d8.mp3"
"66";"1";"1";"Closer To Heaven (Extented Mix)";"160";"32";"32,34";"1,3";"2025.01.01";"203";"1.99";"track-covers/xk4SQBmft7rY7VhUf0t6SjUWYdWpbKGBwypcDCTk.jpg";"tracks/p1Et7JZneB7kPsPRPeJFoMzdYFcHqesEtR5qF9jo.bin";"65";"95";"previews/preview_66_6b952273-f204-481d-8f8c-7c5105a94a7b.mp3"
"67";"1";"1";"Life or Death [Ecstatic Remix](Extended Mix)";"117";"32";"32,33,35";"1";"2025.01.01";"198";"1.99";"track-covers/dwYllu5R5KD5kcpAhSKjXsDBZn4WqegKtDm5bElf.jpg";"tracks/TJe8fNNDVUEnGEuiq9sHcIpZAFJVeywrX63XJKWY.bin";"61";"91";"previews/preview_67_68f4918d-71a7-4541-933a-9a7ae5dca842.mp3"
"68";"1";"1";"Come Together (Extended Mix)";"160";"32";"32";"1";"2025.01.01";"255";"1.99";"track-covers/UF3mLdYfydYwaSy1JBKWenwUaFaNkft32RzgSKEI.jpg";"tracks/hvF0W7LN5mFb5KEoG3nrl5DujTMLavm5DyJjqnx2.bin";"134";"164";"previews/preview_68_37a8885d-cb9c-49b6-a3ed-a418c432a3fc.mp3"
"69";"1";"1";"Futurepower (Vexxed Remix) (Extended Mix)";"160";"32";"32";"1,3";"2025.01.01";"226";"1.99";"track-covers/wAwQ9bHvX7Bf112vcDBnDnWtiGFcQu4nLZCfz0IL.jpg";"tracks/AwlUkbdQPqbrPavQmTtE59Zn3B4NFdfwHe9B85g4.bin";"88";"118";"previews/preview_69_1c7d1e37-4641-4271-8734-fdf7c9dc2ad1.mp3"
"70";"1";"1";"Burning Down (Rebelion Edit) (Extended Mix)";"160";"32";"32,36";"1,3";"2025.01.01";"132";"1.99";"track-covers/jd1zF04g10msxLFF2g1Qi37xqE2S8oz460Zaix2s.jpg";"tracks/jIqJRFAxneu2Zq8ATrb2dZWPxVIP9zlZ1thcsvYM.bin";"82";"112";"previews/preview_70_f5c3dbad-8769-489d-b1ed-efd62032cbc8.mp3"
"71";"1";"1";"Rebel Fever (Extended Mix)";"160";"32";"32";"1,3";"2025.01.01";"204";"1.99";"track-covers/gfFcUWXLdudKTqsDBjuZDwH0tX9GRUlGx5qgXXm4.jpg";"tracks/oJpVbBKTewKR7AGFtYtbTv7vCYnxsp73CdKCp5kA.bin";"74";"104";"previews/preview_71_1a46628b-e306-43c7-8596-c5dc6f9b4dae.mp3"
"72";"1";"1";"Magic (Extended Mix)";"160";"28";"28,32";"1,3";"2025.01.01";"230";"1.99";"track-covers/O7ng1zaWWGZD0LC0XkMf5LPegdYDPAgCknIJCXs7.jpg";"tracks/LUdtWFXWKUmdGZmWNRWSsFyfGssEQTMxbrgMP92d.bin";"45";"75";"previews/preview_72_c173f83f-3eaf-426c-bd20-18fd669c6403.mp3"
"73";"1";"1";"In Control (Dual Damage Edit) (Extended Mix)";"160";"32";"32,36";"1";"2025.01.01";"168";"1.99";"track-covers/RKM55wgLhlQmzhECDh5vVKdnbeRCoGXmQywzcFZM.jpg";"tracks/uAVO8xAE6zraKqkrVQdsdUMUWXznFadNr8sIBFGX.bin";"57";"87";"previews/preview_73_0918c920-1a59-4085-949c-231cc52b6c13.mp3"
"74";"1";"1";"Lights Off (Extented Mix)";"160";"32";"32";"1,3";"2025.01.01";"81";"1.99";"track-covers/IDPh0BXVD1vHBMcH7iToWehxKfcuewbG3uOtSZrR.jpg";"tracks/MeV0oleoEJ1mvFDPOQ44WhsEj2Uxq7ZAg6ucpLZI.bin";"37";"67";"previews/preview_74_167ecc21-2d31-4e45-a1ca-0585a0dd83ca.mp3"
"75";"14";"1";"A Message From Beyond (Original Mix)";"208";"32";"32";"14";"2025.01.01";"112";"1.99";"track-covers/ahTWmfRfnAZVVg1O5rW7eMEomScJt5gHjrGlgou8.jpg";"tracks/1OMsXhj24SioESoxhLYV8KOeg9ez568K8r4RDmjZ.bin";"58";"88";"previews/preview_75_3d0dcebd-8383-42c8-a734-e65a93c8c6aa.mp3"
